tweet_id	created_at
318860762154164227	2013-04-01 19:01:44
318863030337290241	2013-04-01 19:10:45
318863284809920512	2013-04-01 19:11:45
318863979055304704	2013-04-01 19:14:31
318884680034308098	2013-04-01 20:36:46
318885622926413824	2013-04-01 20:40:31
318885924933099520	2013-04-01 20:41:43
318887541493334016	2013-04-01 20:48:09
318887959568977920	2013-04-01 20:49:48
318888052229566465	2013-04-01 20:50:10
318888091446288384	2013-04-01 20:50:20
318888237567442945	2013-04-01 20:50:55
318888268915671040	2013-04-01 20:51:02
318888269037318144	2013-04-01 20:51:02
318888310665797632	2013-04-01 20:51:12
318888344597721088	2013-04-01 20:51:20
318888360510902272	2013-04-01 20:51:24
318888469218852865	2013-04-01 20:51:50
318888489947111424	2013-04-01 20:51:55
318888650832220160	2013-04-01 20:52:33
318888664782483458	2013-04-01 20:52:37
318888784328531969	2013-04-01 20:53:05
318888793933479936	2013-04-01 20:53:07
318888815508979713	2013-04-01 20:53:12
318888829144662017	2013-04-01 20:53:16
318888853937213440	2013-04-01 20:53:22
318888880763977728	2013-04-01 20:53:28
318888909171982336	2013-04-01 20:53:35
318888994475765761	2013-04-01 20:53:55
318889004701450241	2013-04-01 20:53:58
318889016076431360	2013-04-01 20:54:00
318889021914898434	2013-04-01 20:54:02
318889025983356928	2013-04-01 20:54:03
318889068794634240	2013-04-01 20:54:13
318889083155931136	2013-04-01 20:54:16
318889103154348034	2013-04-01 20:54:21
318889154568130562	2013-04-01 20:54:33
318889207273771008	2013-04-01 20:54:46
318889257202753536	2013-04-01 20:54:58
318889310097141761	2013-04-01 20:55:10
318889362093907968	2013-04-01 20:55:23
318889493895733248	2013-04-01 20:55:54
318889526187675648	2013-04-01 20:56:02
318889666705256448	2013-04-01 20:56:35
318889798788063232	2013-04-01 20:57:07
318889842962493440	2013-04-01 20:57:17
318889958641397761	2013-04-01 20:57:45
318890067957526528	2013-04-01 20:58:11
318890367632171009	2013-04-01 20:59:22
318890460917673984	2013-04-01 20:59:45
318890557101445120	2013-04-01 21:00:08
318890705219108864	2013-04-01 21:00:43
318890712357814272	2013-04-01 21:00:45
318890780183887873	2013-04-01 21:01:01
318890919808086016	2013-04-01 21:01:34
318891080013725696	2013-04-01 21:02:12
318891194727927808	2013-04-01 21:02:40
318891309098225664	2013-04-01 21:03:07
318891366195281921	2013-04-01 21:03:21
318892249029169153	2013-04-01 21:06:51
318892479065751552	2013-04-01 21:07:46
318893447379562496	2013-04-01 21:11:37
318893809503199233	2013-04-01 21:13:03
318893832387309569	2013-04-01 21:13:09
318893950163374080	2013-04-01 21:13:37
318894018610229248	2013-04-01 21:13:53
318894099782590466	2013-04-01 21:14:12
318894263758880769	2013-04-01 21:14:51
318894331312349184	2013-04-01 21:15:08
318894826110197760	2013-04-01 21:17:05
318894835912302594	2013-04-01 21:17:08
318895237747601408	2013-04-01 21:18:44
318895435160879104	2013-04-01 21:19:31
318895456644120576	2013-04-01 21:19:36
318895622814060544	2013-04-01 21:20:15
318896146225430529	2013-04-01 21:22:20
318896803560968192	2013-04-01 21:24:57
318897151008706560	2013-04-01 21:26:20
318897181824262146	2013-04-01 21:26:27
318897293401145344	2013-04-01 21:26:54
318897607227371520	2013-04-01 21:28:09
318898566322069506	2013-04-01 21:31:57
318898716914352128	2013-04-01 21:32:33
318898852432334848	2013-04-01 21:33:05
318901319563886592	2013-04-01 21:42:54
318905552849731585	2013-04-01 21:59:43
318906205613477888	2013-04-01 22:02:19
318906222323585024	2013-04-01 22:02:23
318906449684213760	2013-04-01 22:03:17
318906455954714624	2013-04-01 22:03:18
318906835807649794	2013-04-01 22:04:49
318907383747334147	2013-04-01 22:06:59
318907389132812288	2013-04-01 22:07:01
318908260696608769	2013-04-01 22:10:29
318908532151955456	2013-04-01 22:11:33
318908992845934592	2013-04-01 22:13:23
318909339303817217	2013-04-01 22:14:46
318909390088445952	2013-04-01 22:14:58
318909390688239618	2013-04-01 22:14:58
318910120576823296	2013-04-01 22:17:52
318912631140397056	2013-04-01 22:27:51
318913199846084608	2013-04-01 22:30:06
318915131931246593	2013-04-01 22:37:47
318915192899637248	2013-04-01 22:38:01
318915519560421377	2013-04-01 22:39:19
318918446882648064	2013-04-01 22:50:58
318919133674745856	2013-04-01 22:53:41
318919282643849216	2013-04-01 22:54:16
318919360951484416	2013-04-01 22:54:35
318919626895540225	2013-04-01 22:55:38
318919851731218434	2013-04-01 22:56:32
318919979753947136	2013-04-01 22:57:03
318920257941164033	2013-04-01 22:58:09
318920352375910400	2013-04-01 22:58:31
318920799920721920	2013-04-01 23:00:18
318921605868826625	2013-04-01 23:03:30
318921620460818432	2013-04-01 23:03:34
318921662923943936	2013-04-01 23:03:44
318921746856177664	2013-04-01 23:04:04
318921796172779520	2013-04-01 23:04:16
318922248448770048	2013-04-01 23:06:03
318922371874566144	2013-04-01 23:06:33
318923126354366466	2013-04-01 23:09:33
318923894637608962	2013-04-01 23:12:36
318924373987827712	2013-04-01 23:14:30
318925769302740992	2013-04-01 23:20:03
318927310394888193	2013-04-01 23:26:10
318927355521421313	2013-04-01 23:26:21
318927589953638400	2013-04-01 23:27:17
318927960012910592	2013-04-01 23:28:45
318928423630303232	2013-04-01 23:30:36
318928728048672768	2013-04-01 23:31:48
318928738769330177	2013-04-01 23:31:51
318929569107288067	2013-04-01 23:35:09
318930053943672832	2013-04-01 23:37:04
318930598590820352	2013-04-01 23:39:14
318931237370748929	2013-04-01 23:41:47
318932639765626880	2013-04-01 23:47:21
318933174849789953	2013-04-01 23:49:29
318935185481687040	2013-04-01 23:57:28
318935237553950720	2013-04-01 23:57:40
318935387848454144	2013-04-01 23:58:16
318935405007364096	2013-04-01 23:58:20
318935618094776320	2013-04-01 23:59:11
318935657370234880	2013-04-01 23:59:20
318935942381572097	2013-04-02 00:00:28
318936381219033088	2013-04-02 00:02:13
318938319197204481	2013-04-02 00:09:55
318939206535753728	2013-04-02 00:13:27
318939256141791233	2013-04-02 00:13:38
318939285447393280	2013-04-02 00:13:45
318939330913652736	2013-04-02 00:13:56
318939353042784256	2013-04-02 00:14:02
318939368498806784	2013-04-02 00:14:05
318939384667856896	2013-04-02 00:14:09
318939404221702146	2013-04-02 00:14:14
318939682522140672	2013-04-02 00:15:20
318940094079840257	2013-04-02 00:16:58
318941157767917568	2013-04-02 00:21:12
318941193394335745	2013-04-02 00:21:20
318941196066099203	2013-04-02 00:21:21
318941198339428352	2013-04-02 00:21:21
318941200491089920	2013-04-02 00:21:22
318944539589099520	2013-04-02 00:34:38
318948409308504065	2013-04-02 00:50:01
318948564950740992	2013-04-02 00:50:38
318949066430091265	2013-04-02 00:52:37
318949097862201344	2013-04-02 00:52:45
318949306084257794	2013-04-02 00:53:35
318949558937853952	2013-04-02 00:54:35
318950849047040000	2013-04-02 00:59:42
318951106526994432	2013-04-02 01:00:44
318952207653404672	2013-04-02 01:05:06
318956014550519808	2013-04-02 01:20:14
318984409682436096	2013-04-02 03:13:04
319017751270289408	2013-04-02 05:25:33
319018848114315264	2013-04-02 05:29:55
319035494690328576	2013-04-02 06:36:03
319036837635166208	2013-04-02 06:41:24
319037170931351552	2013-04-02 06:42:43
319037237260070912	2013-04-02 06:42:59
319037364146171904	2013-04-02 06:43:29
319037373616898048	2013-04-02 06:43:31
319037762365960192	2013-04-02 06:45:04
319037766149222400	2013-04-02 06:45:05
319038920979517442	2013-04-02 06:49:40
319039983371579393	2013-04-02 06:53:54
319040773880442881	2013-04-02 06:57:02
319048626489925632	2013-04-02 07:28:14
319049250640113666	2013-04-02 07:30:43
319050756995022848	2013-04-02 07:36:42
319050836766490625	2013-04-02 07:37:01
319079662607282177	2013-04-02 09:31:34
319081069657870336	2013-04-02 09:37:09
319092928280666112	2013-04-02 10:24:17
319095613868367872	2013-04-02 10:34:57
319096794103562242	2013-04-02 10:39:38
319097712396087296	2013-04-02 10:43:17
319097941308628993	2013-04-02 10:44:12
319098123555319808	2013-04-02 10:44:55
319098254971240448	2013-04-02 10:45:27
319098391621689344	2013-04-02 10:45:59
319099162819952640	2013-04-02 10:49:03
319099208747585536	2013-04-02 10:49:14
319099678903906304	2013-04-02 10:51:06
319102877626949633	2013-04-02 11:03:49
319106153344794624	2013-04-02 11:16:50
319106462913798144	2013-04-02 11:18:04
319106493020528640	2013-04-02 11:18:11
319107022392004609	2013-04-02 11:20:17
319113267387723776	2013-04-02 11:45:06
319114061306540032	2013-04-02 11:48:15
319114108643463168	2013-04-02 11:48:27
319114121335406593	2013-04-02 11:48:30
319114270371610625	2013-04-02 11:49:05
319114350726098944	2013-04-02 11:49:24
319114396515328001	2013-04-02 11:49:35
319114577830871042	2013-04-02 11:50:18
319114699176304640	2013-04-02 11:50:47
319114706730221568	2013-04-02 11:50:49
319114820806926336	2013-04-02 11:51:16
319114836845940736	2013-04-02 11:51:20
319114867808301056	2013-04-02 11:51:28
319115112147476480	2013-04-02 11:52:26
319115114626285569	2013-04-02 11:52:26
319115245337591808	2013-04-02 11:52:58
319118685396664322	2013-04-02 12:06:38
319118793005727744	2013-04-02 12:07:03
319118889755758594	2013-04-02 12:07:26
319119306413703168	2013-04-02 12:09:06
319120005558071296	2013-04-02 12:11:52
319121854163976192	2013-04-02 12:19:13
319121874133069825	2013-04-02 12:19:18
319130627351924736	2013-04-02 12:54:05
319130696381759489	2013-04-02 12:54:21
319130705181437952	2013-04-02 12:54:23
319131182447071232	2013-04-02 12:56:17
319131846862581760	2013-04-02 12:58:56
319131897244577792	2013-04-02 12:59:08
319132075070455808	2013-04-02 12:59:50
319132180590768129	2013-04-02 13:00:15
319132688932012034	2013-04-02 13:02:16
319133154571079680	2013-04-02 13:04:07
319134205370068992	2013-04-02 13:08:18
319134230305193984	2013-04-02 13:08:24
319134327663370240	2013-04-02 13:08:47
319134342142119938	2013-04-02 13:08:51
319134357421965312	2013-04-02 13:08:54
319134413990539264	2013-04-02 13:09:08
319134418801405952	2013-04-02 13:09:09
319134421171187713	2013-04-02 13:09:09
319134434769137664	2013-04-02 13:09:13
319134451365986304	2013-04-02 13:09:17
319134468512305153	2013-04-02 13:09:21
319134547507810304	2013-04-02 13:09:40
319134687559839744	2013-04-02 13:10:13
319134698829905921	2013-04-02 13:10:16
319134720917114880	2013-04-02 13:10:21
319135038832787457	2013-04-02 13:11:37
319135409458270209	2013-04-02 13:13:05
319135779869835265	2013-04-02 13:14:33
319135824593707010	2013-04-02 13:14:44
319135861675528192	2013-04-02 13:14:53
319136235136372739	2013-04-02 13:16:22
319136479177744385	2013-04-02 13:17:20
319136767502581760	2013-04-02 13:18:29
319137348447252481	2013-04-02 13:20:47
319139398547542017	2013-04-02 13:28:56
319139522967392256	2013-04-02 13:29:26
319140979460423680	2013-04-02 13:35:13
319141105826422784	2013-04-02 13:35:43
319142052321427456	2013-04-02 13:39:29
319142475992297473	2013-04-02 13:41:10
319142651544870912	2013-04-02 13:41:52
319143044312100866	2013-04-02 13:43:25
319143454301093888	2013-04-02 13:45:03
319143901216768000	2013-04-02 13:46:50
319144093131370497	2013-04-02 13:47:35
319144235918053376	2013-04-02 13:48:09
319144574087995392	2013-04-02 13:49:30
319144651472900096	2013-04-02 13:49:48
319144663644794880	2013-04-02 13:49:51
319144803411566594	2013-04-02 13:50:25
319144911498788866	2013-04-02 13:50:50
319144933585993729	2013-04-02 13:50:56
319145141652828161	2013-04-02 13:51:45
319145186187960322	2013-04-02 13:51:56
319145281633546241	2013-04-02 13:52:19
319145386046537728	2013-04-02 13:52:44
319145511976329216	2013-04-02 13:53:14
319145719795707907	2013-04-02 13:54:03
319145828243628032	2013-04-02 13:54:29
319145870216024064	2013-04-02 13:54:39
319145895847407616	2013-04-02 13:54:45
319145905423007744	2013-04-02 13:54:47
319146007965339651	2013-04-02 13:55:12
319146044317388803	2013-04-02 13:55:21
319146434622537729	2013-04-02 13:56:54
319146694266728448	2013-04-02 13:57:56
319146724771893248	2013-04-02 13:58:03
319146766433918977	2013-04-02 13:58:13
319146979290652673	2013-04-02 13:59:03
319147023280504832	2013-04-02 13:59:14
319147151181615105	2013-04-02 13:59:44
319147521362509825	2013-04-02 14:01:13
319148268124794880	2013-04-02 14:04:11
319148562019672065	2013-04-02 14:05:21
319148649236029441	2013-04-02 14:05:42
319149234534375424	2013-04-02 14:08:01
319149370320769025	2013-04-02 14:08:34
319149403174744064	2013-04-02 14:08:41
319149529440088065	2013-04-02 14:09:11
319149597534601216	2013-04-02 14:09:28
319149839713722369	2013-04-02 14:10:25
319149985637732353	2013-04-02 14:11:00
319150289305337856	2013-04-02 14:12:13
319150314617962496	2013-04-02 14:12:19
319150911337402368	2013-04-02 14:14:41
319151166439182336	2013-04-02 14:15:42
319151260056027136	2013-04-02 14:16:04
319151301202169856	2013-04-02 14:16:14
319151320860872704	2013-04-02 14:16:19
319151382403903488	2013-04-02 14:16:33
319151431322062849	2013-04-02 14:16:45
319151541988773888	2013-04-02 14:17:11
319151547537821696	2013-04-02 14:17:13
319151565107781632	2013-04-02 14:17:17
319151565145526272	2013-04-02 14:17:17
319151648909950978	2013-04-02 14:17:37
319151717512007680	2013-04-02 14:17:53
319151720561258497	2013-04-02 14:17:54
319151743961292801	2013-04-02 14:17:59
319151834331758593	2013-04-02 14:18:21
319151838744162305	2013-04-02 14:18:22
319152014397431809	2013-04-02 14:19:04
319152051688976384	2013-04-02 14:19:13
319152136653004800	2013-04-02 14:19:33
319152163836293121	2013-04-02 14:19:40
319152517432877057	2013-04-02 14:21:04
319152865761427457	2013-04-02 14:22:27
319152909612896257	2013-04-02 14:22:37
319153057378209792	2013-04-02 14:23:13
319153326463791104	2013-04-02 14:24:17
319153377558810625	2013-04-02 14:24:29
319153539693830144	2013-04-02 14:25:08
319153605439533056	2013-04-02 14:25:23
319154226800500737	2013-04-02 14:27:51
319154311022133248	2013-04-02 14:28:12
319154320052465665	2013-04-02 14:28:14
319154378063896577	2013-04-02 14:28:27
319155088792903680	2013-04-02 14:31:17
319156317111590912	2013-04-02 14:36:10
319156713364279296	2013-04-02 14:37:44
319156716052828161	2013-04-02 14:37:45
319156816921624578	2013-04-02 14:38:09
319157055531393024	2013-04-02 14:39:06
319157133520289792	2013-04-02 14:39:24
319157373602238465	2013-04-02 14:40:22
319157869792591872	2013-04-02 14:42:20
319158572325928962	2013-04-02 14:45:07
319160489026387969	2013-04-02 14:52:44
319160514129317889	2013-04-02 14:52:50
319160533511196672	2013-04-02 14:52:55
319160605657403392	2013-04-02 14:53:12
319160692097814529	2013-04-02 14:53:33
319160692177518592	2013-04-02 14:53:33
319160893436993537	2013-04-02 14:54:21
319161011473088513	2013-04-02 14:54:49
319161033451270144	2013-04-02 14:54:54
319161057677561856	2013-04-02 14:55:00
319161561736433664	2013-04-02 14:57:00
319161725930848257	2013-04-02 14:57:39
319162314081316864	2013-04-02 15:00:00
319162780244652033	2013-04-02 15:01:51
319163769332826113	2013-04-02 15:05:47
319164194375204866	2013-04-02 15:07:28
319164845201170432	2013-04-02 15:10:03
319165527190827009	2013-04-02 15:12:46
319165551354187776	2013-04-02 15:12:51
319166346258698241	2013-04-02 15:16:01
319167134712344577	2013-04-02 15:19:09
319167424844926976	2013-04-02 15:20:18
319169858254299137	2013-04-02 15:29:58
319171271512453121	2013-04-02 15:35:35
319171436176625665	2013-04-02 15:36:14
319176360310501377	2013-04-02 15:55:48
319178040053731328	2013-04-02 16:02:29
319178151337017344	2013-04-02 16:02:55
319178544511066112	2013-04-02 16:04:29
319189215772553218	2013-04-02 16:46:53
319189878837493761	2013-04-02 16:49:32
319189928061837313	2013-04-02 16:49:43
319190030159577088	2013-04-02 16:50:08
319190095687217152	2013-04-02 16:50:23
319190354479955969	2013-04-02 16:51:25
319190374344175616	2013-04-02 16:51:30
319190964822482944	2013-04-02 16:53:50
319191276429922304	2013-04-02 16:55:05
319191549537824768	2013-04-02 16:56:10
319191661949378560	2013-04-02 16:56:37
319192125801631744	2013-04-02 16:58:27
319200245424742400	2013-04-02 17:30:43
319203458903318528	2013-04-02 17:43:29
319203534585352192	2013-04-02 17:43:47
319203549257011200	2013-04-02 17:43:51
319203553782673409	2013-04-02 17:43:52
319203732845891584	2013-04-02 17:44:35
319203915843379200	2013-04-02 17:45:18
319203931878219776	2013-04-02 17:45:22
319204407726178304	2013-04-02 17:47:15
319208509931675648	2013-04-02 18:03:34
319209723058601984	2013-04-02 18:08:23
319211233381347328	2013-04-02 18:14:23
319211293112430593	2013-04-02 18:14:37
319211305548521473	2013-04-02 18:14:40
319211447202754560	2013-04-02 18:15:14
319211517088260096	2013-04-02 18:15:30
319212078076411904	2013-04-02 18:17:44
319213103353053185	2013-04-02 18:21:49
319215372022730752	2013-04-02 18:30:50
319216185231151104	2013-04-02 18:34:03
319216320040292352	2013-04-02 18:34:36
319216575293042688	2013-04-02 18:35:36
319217139854766080	2013-04-02 18:37:51
319217202463113216	2013-04-02 18:38:06
319217242262892545	2013-04-02 18:38:15
319217595041595393	2013-04-02 18:39:40
319217742827900928	2013-04-02 18:40:15
319217815703932928	2013-04-02 18:40:32
319220707919794176	2013-04-02 18:52:02
319221137726914562	2013-04-02 18:53:44
319221189295865857	2013-04-02 18:53:57
319221396431572992	2013-04-02 18:54:46
319221571225022465	2013-04-02 18:55:28
319221613570695169	2013-04-02 18:55:38
319222857366380544	2013-04-02 19:00:34
319223233138278400	2013-04-02 19:02:04
319225143660531713	2013-04-02 19:09:39
319225228796493824	2013-04-02 19:10:00
319226968140832768	2013-04-02 19:16:54
319227419661840384	2013-04-02 19:18:42
319227421125656576	2013-04-02 19:18:42
319228462751686656	2013-04-02 19:22:51
319228469936537600	2013-04-02 19:22:52
319228488903172096	2013-04-02 19:22:57
319229039065829376	2013-04-02 19:25:08
319229146481950720	2013-04-02 19:25:34
319229866203545600	2013-04-02 19:28:25
319230706695954432	2013-04-02 19:31:46
319230718901370880	2013-04-02 19:31:49
319230889542430721	2013-04-02 19:32:29
319230936237621251	2013-04-02 19:32:40
319231195751804928	2013-04-02 19:33:42
319231196007657472	2013-04-02 19:33:42
319231209899188224	2013-04-02 19:33:46
319231547582599169	2013-04-02 19:35:06
319231561188921344	2013-04-02 19:35:09
319232033408827392	2013-04-02 19:37:02
319232035921223680	2013-04-02 19:37:03
319232107408945152	2013-04-02 19:37:20
319232122088988672	2013-04-02 19:37:23
319232516437450753	2013-04-02 19:38:57
319232541229977600	2013-04-02 19:39:03
319232823326298112	2013-04-02 19:40:10
319232834692853760	2013-04-02 19:40:13
319233999081988096	2013-04-02 19:44:51
319234044678258688	2013-04-02 19:45:01
319234252422131712	2013-04-02 19:45:51
319236307262001154	2013-04-02 19:54:01
319237237013352448	2013-04-02 19:57:43
319238995982839808	2013-04-02 20:04:42
319239035807744003	2013-04-02 20:04:51
319239095526252547	2013-04-02 20:05:06
319239902539689985	2013-04-02 20:08:18
319240213203415041	2013-04-02 20:09:32
319240234485301249	2013-04-02 20:09:37
319240515805655040	2013-04-02 20:10:44
319241320419962880	2013-04-02 20:13:56
319241595906039809	2013-04-02 20:15:02
319241995774197762	2013-04-02 20:16:37
319242986670137345	2013-04-02 20:20:33
319243043804950529	2013-04-02 20:20:47
319243128634757121	2013-04-02 20:21:07
319243332423405571	2013-04-02 20:21:56
319243672371752962	2013-04-02 20:23:17
319244155102580737	2013-04-02 20:25:12
319244626852732928	2013-04-02 20:27:04
319245237090414592	2013-04-02 20:29:30
319248162479030272	2013-04-02 20:41:07
319248583935287296	2013-04-02 20:42:48
319249956437368832	2013-04-02 20:48:15
319250779611475968	2013-04-02 20:51:31
319258802190958592	2013-04-02 21:23:24
319259068470550528	2013-04-02 21:24:28
319259375464243200	2013-04-02 21:25:41
319259385396350976	2013-04-02 21:25:43
319260275096313857	2013-04-02 21:29:15
319263382417059840	2013-04-02 21:41:36
319268704019943424	2013-04-02 22:02:45
319268908857180160	2013-04-02 22:03:34
319268954319237121	2013-04-02 22:03:45
319268990436376576	2013-04-02 22:03:53
319269029900599296	2013-04-02 22:04:03
319269342728564737	2013-04-02 22:05:17
319269564070367232	2013-04-02 22:06:10
319279888538415105	2013-04-02 22:47:12
319280015000891392	2013-04-02 22:47:42
319281261363474432	2013-04-02 22:52:39
319281309597978624	2013-04-02 22:52:50
319281396998889472	2013-04-02 22:53:11
319281399611920384	2013-04-02 22:53:12
319281437138382848	2013-04-02 22:53:21
319281467651932160	2013-04-02 22:53:28
319281500501716995	2013-04-02 22:53:36
319281555904286720	2013-04-02 22:53:49
319281602674974720	2013-04-02 22:54:00
319281671117611009	2013-04-02 22:54:17
319282034726035456	2013-04-02 22:55:43
319282155152875521	2013-04-02 22:56:12
319282174719303680	2013-04-02 22:56:17
319282229182332929	2013-04-02 22:56:30
319282356831789058	2013-04-02 22:57:00
319282514827022337	2013-04-02 22:57:38
319282583328407553	2013-04-02 22:57:54
319283773239877633	2013-04-02 23:02:38
319283987552022528	2013-04-02 23:03:29
319285054750724097	2013-04-02 23:07:43
319285653286318081	2013-04-02 23:10:06
319285735318503424	2013-04-02 23:10:26
319285899080921088	2013-04-02 23:11:05
319287377526927360	2013-04-02 23:16:57
319288062561636352	2013-04-02 23:19:40
319289935242854400	2013-04-02 23:27:07
319290034647875584	2013-04-02 23:27:31
319290154441383936	2013-04-02 23:27:59
319290322582646784	2013-04-02 23:28:39
319291104166043648	2013-04-02 23:31:46
319292683778654209	2013-04-02 23:38:02
319293088260571136	2013-04-02 23:39:39
319298189171761153	2013-04-02 23:59:55
319301050312040448	2013-04-03 00:11:17
319301722315038720	2013-04-03 00:13:57
319303824198225921	2013-04-03 00:22:18
319304430849761280	2013-04-03 00:24:43
319305343958122496	2013-04-03 00:28:21
319307131562123264	2013-04-03 00:35:27
319307291851628545	2013-04-03 00:36:05
319307336202211329	2013-04-03 00:36:16
319307347384225792	2013-04-03 00:36:18
319307446709530625	2013-04-03 00:36:42
319307472466759680	2013-04-03 00:36:48
319307504662241280	2013-04-03 00:36:56
319307617505792001	2013-04-03 00:37:23
319307673214537728	2013-04-03 00:37:36
319308033555574784	2013-04-03 00:39:02
319308556262318081	2013-04-03 00:41:06
319312730676948993	2013-04-03 00:57:42
319313091483549698	2013-04-03 00:59:08
319314363192315904	2013-04-03 01:04:11
319314596668252160	2013-04-03 01:05:07
319314885840355329	2013-04-03 01:06:16
319315368546021376	2013-04-03 01:08:11
319315788945305600	2013-04-03 01:09:51
319318144017653760	2013-04-03 01:19:12
319318312343457792	2013-04-03 01:19:52
319320333595324416	2013-04-03 01:27:54
319322143680778240	2013-04-03 01:35:06
319322646783332352	2013-04-03 01:37:06
319322712503894016	2013-04-03 01:37:22
319322757169041408	2013-04-03 01:37:32
319367026994999296	2013-04-03 04:33:27
319382854570229761	2013-04-03 05:36:21
319413117404737536	2013-04-03 07:36:36
319415999105470464	2013-04-03 07:48:03
319418587586650113	2013-04-03 07:58:20
319419111480373248	2013-04-03 08:00:25
319419829104828416	2013-04-03 08:03:16
319420017521352704	2013-04-03 08:04:01
319420449106849796	2013-04-03 08:05:44
319420587149754368	2013-04-03 08:06:17
319420662705958914	2013-04-03 08:06:35
319420681202835456	2013-04-03 08:06:39
319420698030379008	2013-04-03 08:06:43
319420838086574080	2013-04-03 08:07:17
319420840519278592	2013-04-03 08:07:17
319420842847117312	2013-04-03 08:07:18
319422019991138304	2013-04-03 08:11:58
319422598335328257	2013-04-03 08:14:16
319423248909611008	2013-04-03 08:16:51
319423836837793792	2013-04-03 08:19:11
319424083160858624	2013-04-03 08:20:10
319424143483363328	2013-04-03 08:20:25
319424153054760960	2013-04-03 08:20:27
319425508876115968	2013-04-03 08:25:50
319425869254914049	2013-04-03 08:27:16
319426521922142208	2013-04-03 08:29:52
319427088119648256	2013-04-03 08:32:07
